,REF_DATE,GEO,National Occupational Classification (NOC),Statistics,VALUE
25778,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Average employment income, males",80600.0
25779,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,Average gender pay ratio in annual employment income,0.77
25780,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Median employment income, both sexes",70700.0
25781,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Median employment income, females",59500.0
25782,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Median employment income, males",74100.0
25783,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,Median gender pay ratio in annual employment income,0.8
25784,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, both sexes",77100.0
25785,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, females",63100.0
25786,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, males",81600.0
25787,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.77
25788,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, both sexes",71700.0
25789,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, females",60200.0
25790,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, males",74900.0
25791,2018,"Canada, 25 to 54 years",Natural and applied sciences and related occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.8
25792,2018,"Canada, 25 to 54 years",Health occupations,"Average employment income, both sexes",59300.0
25793,2018,"Canada, 25 to 54 years",Health occupations,"Average employment income, females",54700.0
25794,2018,"Canada, 25 to 54 years",Health occupations,"Average employment income, males",76900.0
25795,2018,"Canada, 25 to 54 years",Health occupations,Average gender pay ratio in annual employment income,0.71
25796,2018,"Canada, 25 to 54 years",Health occupations,"Median employment income, both sexes",50400.0
25797,2018,"Canada, 25 to 54 years",Health occupations,"Median employment income, females",48500.0
25798,2018,"Canada, 25 to 54 years",Health occupations,"Median employment income, males",64400.0
25799,2018,"Canada, 25 to 54 years",Health occupations,Median gender pay ratio in annual employment income,0.75
25800,2018,"Canada, 25 to 54 years",Health occupations,"Average wages, salaries and commissions, both sexes",56900.0
25801,2018,"Canada, 25 to 54 years",Health occupations,"Average wages, salaries and commissions, females",53300.0
25802,2018,"Canada, 25 to 54 years",Health occupations,"Average wages, salaries and commissions, males",70500.0
25803,2018,"Canada, 25 to 54 years",Health occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.76
25804,2018,"Canada, 25 to 54 years",Health occupations,"Median wages, salaries and commissions, both sexes",49800.0
25805,2018,"Canada, 25 to 54 years",Health occupations,"Median wages, salaries and commissions, females",48500.0
25806,2018,"Canada, 25 to 54 years",Health occupations,"Median wages, salaries and commissions, males",60400.0
25807,2018,"Canada, 25 to 54 years",Health occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.8
25808,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Average employment income, both sexes",58000.0
25809,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Average employment income, females",50800.0
25810,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Average employment income, males",75500.0
25811,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services",Average gender pay ratio in annual employment income,0.67
25812,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Median employment income, both sexes",50600.0
25813,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Median employment income, females",45200.0
25814,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Median employment income, males",70700.0
25815,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services",Median gender pay ratio in annual employment income,0.64
25816,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, both sexes",58500.0
25817,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, females",52200.0
25818,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, males",73400.0
25819,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Average gender pay ratio in annual wages, salaries and commissions",0.71
25820,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, both sexes",52500.0
25821,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, females",47300.0
25822,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, males",71400.0
25823,2018,"Canada, 25 to 54 years","Occupations in education, law and social, community and government services","Median gender pay ratio in annual wages, salaries and commissions",0.66
25824,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Average employment income, both sexes",41600.0
25825,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Average employment income, females",35500.0
25826,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Average employment income, males",49100.0
25827,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport",Average gender pay ratio in annual employment income,0.72
25828,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Median employment income, both sexes",34500.0
25829,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Median employment income, females",31200.0
25830,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Median employment income, males",40900.0
25831,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport",Median gender pay ratio in annual employment income,0.76
25832,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, both sexes",44200.0
25833,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, females",37300.0
25834,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, males",52200.0
25835,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Average gender pay ratio in annual wages, salaries and commissions",0.71
25836,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, both sexes",39400.0
25837,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, females",33100.0
25838,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, males",50300.0
25839,2018,"Canada, 25 to 54 years","Occupations in art, culture, recreation and sport","Median gender pay ratio in annual wages, salaries and commissions",0.66
25840,2018,"Canada, 25 to 54 years",Sales and service occupations,"Average employment income, both sexes",39800.0
25841,2018,"Canada, 25 to 54 years",Sales and service occupations,"Average employment income, females",30900.0
25842,2018,"Canada, 25 to 54 years",Sales and service occupations,"Average employment income, males",51000.0
25843,2018,"Canada, 25 to 54 years",Sales and service occupations,Average gender pay ratio in annual employment income,0.61
25844,2018,"Canada, 25 to 54 years",Sales and service occupations,"Median employment income, both sexes",30600.0
25845,2018,"Canada, 25 to 54 years",Sales and service occupations,"Median employment income, females",26100.0
25846,2018,"Canada, 25 to 54 years",Sales and service occupations,"Median employment income, males",39200.0
25847,2018,"Canada, 25 to 54 years",Sales and service occupations,Median gender pay ratio in annual employment income,0.67
25848,2018,"Canada, 25 to 54 years",Sales and service occupations,"Average wages, salaries and commissions, both sexes",40400.0
25849,2018,"Canada, 25 to 54 years",Sales and service occupations,"Average wages, salaries and commissions, females",31500.0
25850,2018,"Canada, 25 to 54 years",Sales and service occupations,"Average wages, salaries and commissions, males",51200.0
25851,2018,"Canada, 25 to 54 years",Sales and service occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.62
25852,2018,"Canada, 25 to 54 years",Sales and service occupations,"Median wages, salaries and commissions, both sexes",31100.0
25853,2018,"Canada, 25 to 54 years",Sales and service occupations,"Median wages, salaries and commissions, females",26800.0
25854,2018,"Canada, 25 to 54 years",Sales and service occupations,"Median wages, salaries and commissions, males",39500.0
25855,2018,"Canada, 25 to 54 years",Sales and service occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.68
25856,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average employment income, both sexes",55900.0
25857,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average employment income, females",34500.0
25858,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average employment income, males",57600.0
25859,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations",Average gender pay ratio in annual employment income,0.6
25860,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median employment income, both sexes",51100.0
25861,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median employment income, females",27500.0
25862,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median employment income, males",53700.0
25863,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations",Median gender pay ratio in annual employment income,0.51
25864,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, both sexes",58000.0
25865,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, females",34600.0
25866,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, males",59900.0
25867,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average gender pay ratio in annual wages, salaries and commissions",0.58
25868,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, both sexes",53900.0
25869,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, females",27800.0
25870,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, males",55900.0
25871,2018,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median gender pay ratio in annual wages, salaries and commissions",0.5
25872,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average employment income, both sexes",58800.0
25873,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average employment income, females",32800.0
25874,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average employment income, males",64600.0
25875,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations",Average gender pay ratio in annual employment income,0.51
25876,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median employment income, both sexes",39700.0
25877,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median employment income, females",25200.0
25878,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median employment income, males",48000.0
25879,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations",Median gender pay ratio in annual employment income,0.53
25880,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, both sexes",61400.0
25881,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, females",32200.0
25882,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, males",68000.0
25883,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average gender pay ratio in annual wages, salaries and commissions",0.47
25884,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, both sexes",41500.0
25885,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, females",24500.0
25886,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, males",52400.0
25887,2018,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median gender pay ratio in annual wages, salaries and commissions",0.47
25888,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average employment income, both sexes",52700.0
25889,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average employment income, females",35500.0
25890,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average employment income, males",61000.0
25891,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,Average gender pay ratio in annual employment income,0.58
25892,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median employment income, both sexes",43900.0
25893,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median employment income, females",32100.0
25894,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median employment income, males",51800.0
25895,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,Median gender pay ratio in annual employment income,0.62
25896,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, both sexes",53200.0
25897,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, females",35500.0
25898,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, males",61900.0
25899,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average gender pay ratio in annual wages, salaries and commissions",0.57
25900,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, both sexes",44000.0
25901,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, females",32100.0
25902,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, males",52100.0
25903,2018,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median gender pay ratio in annual wages, salaries and commissions",0.62
25904,2018,"Canada, 25 to 54 years",Occupation unknown,"Average employment income, both sexes",26400.0
25905,2018,"Canada, 25 to 54 years",Occupation unknown,"Average employment income, females",17300.0
25906,2018,"Canada, 25 to 54 years",Occupation unknown,"Average employment income, males",38100.0
25907,2018,"Canada, 25 to 54 years",Occupation unknown,Average gender pay ratio in annual employment income,0.46
25908,2018,"Canada, 25 to 54 years",Occupation unknown,"Median employment income, both sexes",10200.0
25909,2018,"Canada, 25 to 54 years",Occupation unknown,"Median employment income, females",6900.0
25910,2018,"Canada, 25 to 54 years",Occupation unknown,"Median employment income, males",21100.0
25911,2018,"Canada, 25 to 54 years",Occupation unknown,Median gender pay ratio in annual employment income,
25912,2018,"Canada, 25 to 54 years",Occupation unknown,"Average wages, salaries and commissions, both sexes",29400.0
25913,2018,"Canada, 25 to 54 years",Occupation unknown,"Average wages, salaries and commissions, females",19000.0
25914,2018,"Canada, 25 to 54 years",Occupation unknown,"Average wages, salaries and commissions, males",41600.0
25915,2018,"Canada, 25 to 54 years",Occupation unknown,"Average gender pay ratio in annual wages, salaries and commissions",0.46
25916,2018,"Canada, 25 to 54 years",Occupation unknown,"Median wages, salaries and commissions, both sexes",11600.0
25917,2018,"Canada, 25 to 54 years",Occupation unknown,"Median wages, salaries and commissions, females",6100.0
25918,2018,"Canada, 25 to 54 years",Occupation unknown,"Median wages, salaries and commissions, males",
25919,2018,"Canada, 25 to 54 years",Occupation unknown,"Median gender pay ratio in annual wages, salaries and commissions",
25920,2018,"Canada, 25 to 34 years",All occupations,"Average employment income, both sexes",45300.0
25921,2018,"Canada, 25 to 34 years",All occupations,"Average employment income, females",38200.0
25922,2018,"Canada, 25 to 34 years",All occupations,"Average employment income, males",52000.0
25923,2018,"Canada, 25 to 34 years",All occupations,Average gender pay ratio in annual employment income,0.74
25924,2018,"Canada, 25 to 34 years",All occupations,"Median employment income, both sexes",39100.0
25925,2018,"Canada, 25 to 34 years",All occupations,"Median employment income, females",33500.0
25926,2018,"Canada, 25 to 34 years",All occupations,"Median employment income, males",45300.0
25927,2018,"Canada, 25 to 34 years",All occupations,Median gender pay ratio in annual employment income,0.74
25928,2018,"Canada, 25 to 34 years",All occupations,"Average wages, salaries and commissions, both sexes",45700.0
25929,2018,"Canada, 25 to 34 years",All occupations,"Average wages, salaries and commissions, females",38400.0
25930,2018,"Canada, 25 to 34 years",All occupations,"Average wages, salaries and commissions, males",52600.0
25931,2018,"Canada, 25 to 34 years",All occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.73
25932,2018,"Canada, 25 to 34 years",All occupations,"Median wages, salaries and commissions, both sexes",40000.0
25933,2018,"Canada, 25 to 34 years",All occupations,"Median wages, salaries and commissions, females",34000.0
25934,2018,"Canada, 25 to 34 years",All occupations,"Median wages, salaries and commissions, males",46100.0
25935,2018,"Canada, 25 to 34 years",All occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.74
25936,2018,"Canada, 25 to 34 years",Management occupations,"Average employment income, both sexes",64800.0
25937,2018,"Canada, 25 to 34 years",Management occupations,"Average employment income, females",60900.0
25938,2018,"Canada, 25 to 34 years",Management occupations,"Average employment income, males",67300.0
25939,2018,"Canada, 25 to 34 years",Management occupations,Average gender pay ratio in annual employment income,0.91
25940,2018,"Canada, 25 to 34 years",Management occupations,"Median employment income, both sexes",51200.0
25941,2018,"Canada, 25 to 34 years",Management occupations,"Median employment income, females",55100.0
25942,2018,"Canada, 25 to 34 years",Management occupations,"Median employment income, males",47200.0
25943,2018,"Canada, 25 to 34 years",Management occupations,Median gender pay ratio in annual employment income,1.17
25944,2018,"Canada, 25 to 34 years",Management occupations,"Average wages, salaries and commissions, both sexes",70100.0
25945,2018,"Canada, 25 to 34 years",Management occupations,"Average wages, salaries and commissions, females",62100.0
25946,2018,"Canada, 25 to 34 years",Management occupations,"Average wages, salaries and commissions, males",76100.0
25947,2018,"Canada, 25 to 34 years",Management occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.82
25948,2018,"Canada, 25 to 34 years",Management occupations,"Median wages, salaries and commissions, both sexes",56300.0
25949,2018,"Canada, 25 to 34 years",Management occupations,"Median wages, salaries and commissions, females",56300.0
25950,2018,"Canada, 25 to 34 years",Management occupations,"Median wages, salaries and commissions, males",57600.0
25951,2018,"Canada, 25 to 34 years",Management occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.98
25952,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Average employment income, both sexes",46000.0
25953,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Average employment income, females",42400.0
25954,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Average employment income, males",54100.0
25955,2018,"Canada, 25 to 34 years","Business, finance and administration occupations",Average gender pay ratio in annual employment income,0.78
25956,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Median employment income, both sexes",42600.0
25957,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Median employment income, females",41500.0
25958,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Median employment income, males",47300.0
25959,2018,"Canada, 25 to 34 years","Business, finance and administration occupations",Median gender pay ratio in annual employment income,0.88
25960,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Average wages, salaries and commissions, both sexes",46100.0
25961,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Average wages, salaries and commissions, females",42500.0
25962,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Average wages, salaries and commissions, males",54200.0
25963,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Average gender pay ratio in annual wages, salaries and commissions",0.79
25964,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Median wages, salaries and commissions, both sexes",43000.0
25965,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Median wages, salaries and commissions, females",41800.0
25966,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Median wages, salaries and commissions, males",47300.0
25967,2018,"Canada, 25 to 34 years","Business, finance and administration occupations","Median gender pay ratio in annual wages, salaries and commissions",0.88
25968,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average employment income, both sexes",60100.0
25969,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average employment income, females",50100.0
25970,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average employment income, males",63900.0
25971,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,Average gender pay ratio in annual employment income,0.79
25972,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median employment income, both sexes",55400.0
25973,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median employment income, females",48400.0
25974,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median employment income, males",57700.0
25975,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,Median gender pay ratio in annual employment income,0.84
25976,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, both sexes",60600.0
25977,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, females",50800.0
25978,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, males",64300.0
25979,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.79
25980,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, both sexes",55700.0
25981,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, females",48700.0
25982,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, males",58500.0
25983,2018,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.83
25984,2018,"Canada, 25 to 34 years",Health occupations,"Average employment income, both sexes",51100.0
25985,2018,"Canada, 25 to 34 years",Health occupations,"Average employment income, females",49100.0
25986,2018,"Canada, 25 to 34 years",Health occupations,"Average employment income, males",58500.0
25987,2018,"Canada, 25 to 34 years",Health occupations,Average gender pay ratio in annual employment income,0.84
25988,2018,"Canada, 25 to 34 years",Health occupations,"Median employment income, both sexes",44700.0
25989,2018,"Canada, 25 to 34 years",Health occupations,"Median employment income, females",44200.0
25990,2018,"Canada, 25 to 34 years",Health occupations,"Median employment income, males",49100.0
25991,2018,"Canada, 25 to 34 years",Health occupations,Median gender pay ratio in annual employment income,0.9
25992,2018,"Canada, 25 to 34 years",Health occupations,"Average wages, salaries and commissions, both sexes",48200.0
25993,2018,"Canada, 25 to 34 years",Health occupations,"Average wages, salaries and commissions, females",47500.0
25994,2018,"Canada, 25 to 34 years",Health occupations,"Average wages, salaries and commissions, males",51000.0
25995,2018,"Canada, 25 to 34 years",Health occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.93
25996,2018,"Canada, 25 to 34 years",Health occupations,"Median wages, salaries and commissions, both sexes",43800.0
25997,2018,"Canada, 25 to 34 years",Health occupations,"Median wages, salaries and commissions, females",44100.0
25998,2018,"Canada, 25 to 34 years",Health occupations,"Median wages, salaries and commissions, males",43800.0
25999,2018,"Canada, 25 to 34 years",Health occupations,"Median gender pay ratio in annual wages, salaries and commissions",1.01
26000,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average employment income, both sexes",45000.0
26001,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average employment income, females",40900.0
26002,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average employment income, males",54100.0
26003,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services",Average gender pay ratio in annual employment income,0.76
26004,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median employment income, both sexes",42500.0
26005,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median employment income, females",38900.0
26006,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median employment income, males",53600.0
26007,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services",Median gender pay ratio in annual employment income,0.73
26008,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, both sexes",45600.0
26009,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, females",41500.0
26010,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, males",54600.0
26011,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average gender pay ratio in annual wages, salaries and commissions",0.76
26012,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, both sexes",43600.0
26013,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, females",40000.0
26014,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, males",53900.0
26015,2018,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median gender pay ratio in annual wages, salaries and commissions",0.74
26016,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average employment income, both sexes",36900.0
26017,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average employment income, females",34000.0
26018,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average employment income, males",41400.0
26019,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport",Average gender pay ratio in annual employment income,0.82
26020,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median employment income, both sexes",31800.0
26021,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median employment income, females",31200.0
26022,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median employment income, males",36300.0
26023,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport",Median gender pay ratio in annual employment income,0.86
26024,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, both sexes",39700.0
26025,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, females",35700.0
26026,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, males",46000.0
26027,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average gender pay ratio in annual wages, salaries and commissions",0.78
26028,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, both sexes",35000.0
26029,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, females",32800.0
26030,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, males",40400.0
26031,2018,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median gender pay ratio in annual wages, salaries and commissions",0.81
26032,2018,"Canada, 25 to 34 years",Sales and service occupations,"Average employment income, both sexes",31000.0
26033,2018,"Canada, 25 to 34 years",Sales and service occupations,"Average employment income, females",26100.0
26034,2018,"Canada, 25 to 34 years",Sales and service occupations,"Average employment income, males",37100.0
26035,2018,"Canada, 25 to 34 years",Sales and service occupations,Average gender pay ratio in annual employment income,0.71
26036,2018,"Canada, 25 to 34 years",Sales and service occupations,"Median employment income, both sexes",26800.0
26037,2018,"Canada, 25 to 34 years",Sales and service occupations,"Median employment income, females",23100.0
26038,2018,"Canada, 25 to 34 years",Sales and service occupations,"Median employment income, males",31800.0
26039,2018,"Canada, 25 to 34 years",Sales and service occupations,Median gender pay ratio in annual employment income,0.73
26040,2018,"Canada, 25 to 34 years",Sales and service occupations,"Average wages, salaries and commissions, both sexes",30900.0
26041,2018,"Canada, 25 to 34 years",Sales and service occupations,"Average wages, salaries and commissions, females",26000.0
26042,2018,"Canada, 25 to 34 years",Sales and service occupations,"Average wages, salaries and commissions, males",36800.0
26043,2018,"Canada, 25 to 34 years",Sales and service occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.71
26044,2018,"Canada, 25 to 34 years",Sales and service occupations,"Median wages, salaries and commissions, both sexes",26900.0
26045,2018,"Canada, 25 to 34 years",Sales and service occupations,"Median wages, salaries and commissions, females",23300.0
26046,2018,"Canada, 25 to 34 years",Sales and service occupations,"Median wages, salaries and commissions, males",31800.0
26047,2018,"Canada, 25 to 34 years",Sales and service occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.73
